Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Latitude,Longitude
Algérie,DZA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.18,0.32,0.29,0.48,0.4,0.42,0.39,0.47,0.54,0.51,0.43,0.43,0.51,0.47,0.44,0.58,0.41,0.41,0.3,0.31,0.26,0.18,0.18,0.13,0.07,0.06,0.08,0.14,0.19,0.16,0.15,28.033886,1.659626
Équateur,ECU,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,24.2,24.17,20.8,21.62,20.85,20.36,19.29,16.54,18.19,19.58,19.43,17.05,17.1,16.55,16.73,16.16,14.19,15.88,15.32,12.87,11.79,13.15,13.2,11.85,12.18,13.07,14.75,17.05,16.33,17.73,20.1,-1.831239,-78.183406
Égypte,EGY,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,8.96,9.35,9.07,9.17,9.99,9.41,9.03,8.64,8.5,8.78,8.26,7.82,7.35,7.45,7.57,6.48,6.22,6.05,5.88,5.65,5.37,5.43,5.29,5.28,5.38,5.28,5.07,4.93,5.03,6.23,6.23,26.820553,30.802498
Érythrée,ERI,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,,89.87,83.64,80.1,77.89,76.38,77.6,75.01,76.13,76.79,74.85,74.69,75.05,69.79,74.69,77.29,79.1,81.36,81.65,80.9,77.07,78.42,79.65,80.48,81.19,81.4,81.64,80.8,80.55,80.9,15.179384,39.782334
Espagne,ESP,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,10.58,9.95,8.25,9.11,9.24,8.26,10.06,9.16,8.94,7.67,7.88,8.93,7.41,8.91,8.04,7.3,8.48,9.01,9.74,12.21,14.39,14.72,15.75,16.92,17.33,16.3,16.71,15.18,16.9,16.68,19.35,40.463667,-3.74922
Estonie,EST,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.54,3.59,5.88,6.64,11.11,17.88,20.08,20.05,17.88,19.97,19.76,18.85,19.34,19.88,20.0,18.9,17.22,18.65,20.45,24.21,25.32,25.16,24.96,24.47,25.29,28.17,27.23,27.52,28.59,31.34,40.0,58.595272,25.013607
Éthiopie,ETH,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,96.3,96.38,97.51,96.92,96.57,96.28,95.99,95.85,95.72,95.81,95.55,94.6,94.53,94.23,94.13,94.73,94.54,94.16,94.09,94.18,94.11,93.55,93.24,92.42,91.16,91.46,90.37,90.2,89.73,89.5,89.52,9.145,40.489673
Finlande,FIN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,24.51,24.03,25.12,26.0,25.13,27.27,26.87,28.83,30.5,30.24,31.68,29.25,29.52,28.35,31.1,31.52,31.25,31.8,34.61,32.46,33.43,35.14,38.72,38.52,41.25,43.23,42.4,44.48,44.3,45.6,47.49,61.92411,25.748151
Fidji,FJI,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,57.14,55.46,56.23,57.57,61.87,58.38,57.28,51.63,45.39,54.22,50.06,40.44,48.98,40.83,35.72,40.02,39.07,36.04,42.13,41.62,27.95,33.38,33.26,32.81,33.17,32.74,27.68,28.55,25.8,26.48,31.79,-16.578193,179.414413
France,FRA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,10.54,11.13,11.37,10.97,11.05,10.81,10.59,10.07,9.79,9.86,9.32,9.46,8.73,8.91,8.95,8.66,8.52,9.46,10.6,11.32,11.99,10.65,12.35,13.44,13.19,13.34,14.25,14.12,15.21,15.53,16.87,46.227638,2.213749
Îles Féroé,FRO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.54,2.73,3.11,3.05,3.15,3.21,2.71,3.26,3.14,2.79,2.77,2.56,3.4,3.11,3.42,3.84,4.3,4.54,4.51,5.12,3.38,5.0,4.7,4.53,6.54,7.47,6.32,5.97,5.86,5.4,5.33,61.892635,-6.911806
Micronésie,FSM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,0.0,0.0,0.95,0.96,0.9,0.79,0.8,0.77,0.8,0.57,1.27,1.41,1.6,0.86,1.02,1.35,1.37,1.2,1.44,1.15,1.95,1.57,1.42,1.41,1.51,1.71,1.87,1.72,2.0,1.98,,7.425554,150.550812
Micronésie,FSM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,0.0,0.0,0.95,0.96,0.9,0.79,0.8,0.77,0.8,0.57,1.27,1.41,1.6,0.86,1.02,1.35,1.37,1.2,1.44,1.15,1.95,1.57,1.42,1.41,1.51,1.71,1.87,1.72,2.0,1.98,,7.425554,150.550812
Gabon,GAB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,78.28,75.15,74.79,73.81,72.9,71.95,71.49,69.98,69.67,71.35,72.78,72.42,79.82,83.63,85.78,85.25,86.16,87.35,87.32,87.94,85.83,79.7,75.48,82.18,81.29,81.94,80.94,90.1,90.08,89.78,90.12,-0.803689,11.609444
Royaume-Uni,GBR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.65,0.61,0.84,0.78,1.02,1.06,0.94,1.03,1.03,0.95,0.96,0.85,0.97,0.93,1.14,1.35,1.55,1.84,2.4,2.92,3.13,3.94,4.15,5.18,6.53,7.71,7.68,8.81,10.09,11.39,13.5,55.378051,-3.435973
Royaume-Uni,GBR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.65,0.61,0.84,0.78,1.02,1.06,0.94,1.03,1.03,0.95,0.96,0.85,0.97,0.93,1.14,1.35,1.55,1.84,2.4,2.92,3.13,3.94,4.15,5.18,6.53,7.71,7.68,8.81,10.09,11.39,13.5,55.378051,-3.435973
Géorgie,GEO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,12.77,14.12,18.54,26.02,22.7,46.4,42.75,44.36,47.53,49.66,47.25,53.15,56.76,55.33,54.53,41.48,37.22,36.22,36.3,36.72,39.15,31.53,28.69,32.41,30.69,27.54,27.18,27.52,27.37,24.69,23.45,42.315407,43.356892
Ghana,GHA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,80.63,82.93,81.0,81.3,80.56,79.79,78.83,78.34,73.58,72.79,71.62,69.32,65.68,64.47,62.38,61.43,58.56,54.53,57.34,51.9,51.91,50.09,46.5,46.19,47.69,44.02,45.22,45.28,42.13,42.6,40.25,7.946527,-1.023194
Gibraltar,GIB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.137741,-5.345374
Guinée,GIN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,89.47,89.6,86.55,86.2,85.98,89.95,88.76,85.21,84.31,86.27,85.52,84.84,84.27,83.47,83.19,81.56,81.06,80.36,80.15,79.25,75.71,74.75,76.36,78.53,78.57,76.23,75.29,71.96,73.18,68.27,65.77,9.945587,-9.696645
Gambie,GMB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,61.98,62.33,63.45,63.27,61.58,60.15,59.65,58.74,57.47,56.32,62.86,59.61,60.97,62.41,61.25,61.71,60.21,57.27,56.28,53.91,56.6,56.24,56.95,59.33,53.17,48.95,48.62,48.02,48.09,47.32,49.74,13.443182,-15.310139
Gambie,GMB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,61.98,62.33,63.45,63.27,61.58,60.15,59.65,58.74,57.47,56.32,62.86,59.61,60.97,62.41,61.25,61.71,60.21,57.27,56.28,53.91,56.6,56.24,56.95,59.33,53.17,48.95,48.62,48.02,48.09,47.32,49.74,13.443182,-15.310139
Guinée-Bissau,GNB,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,88.58,88.57,88.51,88.04,88.52,88.55,89.4,88.36,89.02,88.06,91.24,91.21,91.04,89.05,88.55,88.53,88.29,87.9,88.42,87.89,87.81,87.87,87.81,87.71,87.28,87.15,86.77,86.75,86.57,86.2,87.22,11.803749,-15.180413
Guinée équatoriale,GNQ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,84.66,83.85,83.9,81.27,80.55,78.67,73.48,63.59,58.2,54.57,45.85,46.12,31.31,29.49,7.2,7.1,6.99,8.49,7.23,9.24,5.74,5.58,4.42,3.68,4.88,5.54,4.78,4.24,5.91,8.12,6.97,1.650801,10.267895
Grèce,GRC,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,7.81,8.32,7.9,8.0,8.04,8.31,8.21,8.0,7.56,8.01,7.82,7.11,7.33,7.6,7.85,8.01,8.51,8.05,8.32,9.18,11.38,11.38,14.17,16.61,16.41,17.47,16.41,16.38,17.86,18.52,20.08,39.074208,21.824312
Grenade,GRD,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,8.34,8.1,7.74,8.1,7.43,7.44,6.17,8.34,10.15,10.33,10.49,10.42,10.47,10.43,10.56,10.58,10.37,9.89,10.69,10.46,10.53,11.27,11.37,10.93,11.27,11.07,11.4,11.48,10.69,10.37,10.36,12.262776,-61.604171
Groenland,GRL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.5,0.53,0.58,5.3,11.19,10.7,10.5,9.19,9.35,9.39,9.19,8.73,9.48,9.47,6.7,6.99,7.1,6.89,6.87,8.8,10.08,10.2,10.05,11.15,12.48,13.1,12.37,11.35,11.3,10.84,11.46,71.706936,-42.604303
Guatemala,GTM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,74.95,74.21,72.16,69.79,68.33,64.98,65.57,65.13,61.97,64.54,62.66,61.26,63.76,64.29,66.1,65.24,64.73,63.28,66.51,65.27,67.08,67.09,67.36,67.19,66.25,63.29,63.24,64.99,64.02,62.82,65.46,15.783471,-90.230759
Guam,GUM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.52,0.48,0.48,0.44,0.42,0.44,0.42,0.41,0.44,0.41,0.41,0.41,0.45,0.5,0.46,0.45,0.45,0.45,0.45,0.46,0.46,0.47,0.5,0.5,0.52,1.78,3.53,3.45,3.54,3.53,3.61,13.444304,144.793731
Guyana,GUY,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,55.06,41.59,43.17,43.11,32.3,30.96,29.04,27.44,27.62,26.64,30.56,31.17,34.42,34.82,35.71,34.87,37.02,33.31,32.74,31.63,30.95,33.14,28.99,26.85,24.02,24.95,21.34,22.12,16.77,11.31,12.04,4.860416,-58.93018
Chine,HKG,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,0.22,0.22,0.18,0.19,0.15,0.14,0.15,0.11,0.07,0.06,0.05,0.06,0.08,0.08,0.09,0.08,0.07,0.1,0.13,0.11,0.15,0.48,0.17,0.26,0.23,0.2,0.16,0.2,0.23,0.23,,22.396428,114.109497
Honduras,HND,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,70.13,70.21,67.75,66.73,63.95,62.97,62.63,65.39,62.88,53.9,55.24,50.4,49.76,47.94,46.7,51.37,52.22,50.57,49.97,50.45,53.63,50.92,49.39,51.1,52.16,50.74,52.66,45.6,48.83,46.16,50.09,15.199999,-86.241905
Croatie,HRV,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,21.67,32.87,29.7,29.83,30.02,30.3,34.3,29.21,28.05,27.79,26.76,26.92,24.61,24.82,26.56,26.82,25.51,22.66,24.14,27.16,29.75,27.16,29.4,32.82,33.6,33.09,31.83,29.79,32.83,31.6,32.37,45.1,15.2
Haïti,HTI,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,87.16,87.54,87.7,89.4,96.69,86.99,86.01,84.56,83.34,82.04,80.85,80.88,79.08,79.02,81.11,81.11,81.37,79.26,79.64,80.33,78.99,79.01,82.19,80.39,77.77,76.12,76.13,76.17,76.25,76.37,76.31,18.971187,-72.285215
Hongrie,HUN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.86,4.28,4.89,5.05,5.11,5.42,5.14,5.23,5.19,5.16,5.17,5.12,5.17,5.01,4.63,7.29,7.86,9.0,8.96,12.29,13.46,14.74,16.47,17.18,15.72,15.6,15.34,14.55,13.6,13.64,14.76,47.162494,19.503304
Indonésie,IDN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,59.18,58.44,57.45,56.06,53.41,50.68,49.26,47.57,48.85,45.8,45.63,44.33,44.66,43.0,41.46,41.57,40.07,40.01,41.12,38.18,35.96,32.39,30.09,30.63,29.29,26.58,27.77,24.88,22.05,19.77,22.01,-0.789275,113.921327
Île de Man,IMN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,1.12,6.28,2.68,3.27,1.94,1.31,1.87,1.93,2.85,3.5,2.06,1.85,2.17,1.96,1.88,2.04,1.9,2.15,54.236107,-4.548056
Inde,IND,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,52.95,52.0,51.46,51.49,50.49,49.54,49.13,47.89,47.95,47.11,46.88,47.11,45.75,45.63,44.92,44.16,43.16,41.54,39.38,37.41,36.16,35.01,34.75,34.86,33.85,33.4,33.01,32.57,32.73,33.27,35.82,20.593684,78.96288
Irlande,IRL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.28,2.23,2.17,2.11,2.18,1.93,1.95,1.91,2.3,2.08,2.04,1.97,2.25,2.01,2.31,2.89,3.23,3.55,4.19,5.3,5.29,6.96,6.9,7.71,8.78,9.52,8.61,10.11,10.83,12.33,13.69,53.41291,-8.24389
Iran,IRN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,1.24,1.23,1.45,1.53,1.09,1.02,1.03,0.9,0.84,0.59,0.44,0.52,0.67,0.83,0.74,1.4,1.4,1.3,0.7,0.78,0.9,0.92,0.93,0.99,0.93,0.91,1.04,0.98,1.0,1.0,,32.427908,53.688046
Iraq,IRQ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.6,0.75,0.49,0.41,0.37,0.39,0.36,0.38,0.38,0.38,0.36,0.35,0.31,0.35,0.36,2.43,2.56,2.0,1.15,1.21,1.67,1.14,1.3,1.46,1.0,0.82,0.94,0.57,0.49,1.04,1.08,33.223191,43.679291
Islande,ISL,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,54.67,54.79,54.63,54.66,54.14,55.65,52.25,54.88,57.21,59.82,60.66,62.12,61.84,61.88,61.88,62.7,64.19,67.5,73.92,74.61,75.89,77.12,77.71,76.62,76.95,77.76,80.77,80.68,81.26,81.57,82.79,64.963051,-19.020835
Israël,ISR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,5.8,6.03,6.24,5.89,5.65,5.44,5.45,5.7,6.07,5.86,5.96,6.3,6.5,6.52,6.73,7.03,6.86,6.72,8.9,8.46,8.55,9.08,2.88,3.27,3.7,3.74,3.99,3.89,3.85,4.49,5.61,31.046051,34.851612
Italie,ITA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,3.78,4.67,4.84,4.77,5.25,4.46,4.75,4.83,4.76,5.02,5.12,5.38,5.6,6.24,5.94,6.7,7.51,8.73,10.82,12.54,12.79,11.9,14.39,16.32,17.13,16.57,16.09,16.43,17.08,17.27,18.69,41.87194,12.56738
Jamaïque,JAM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,12.47,12.37,13.08,14.31,12.62,13.72,12.57,12.93,10.46,9.99,9.36,7.94,8.07,8.18,6.4,5.43,4.82,5.35,5.99,7.5,8.99,9.84,12.16,11.39,11.88,12.12,11.13,10.98,8.88,9.2,11.43,18.109581,-77.297508
Jordanie,JOR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,2.77,2.88,2.53,2.51,2.32,2.21,2.18,2.13,2.19,2.18,2.09,2.12,2.09,1.98,1.83,1.69,2.28,2.32,2.74,2.78,2.95,3.0,2.91,3.12,3.1,3.19,4.67,5.26,7.17,8.46,11.04,30.585164,36.238414
Japon,JPN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,4.34,4.47,4.0,4.24,3.34,3.69,3.58,3.82,3.82,3.66,3.7,3.5,3.71,4.19,4.26,4.01,4.43,4.28,4.44,4.51,4.66,4.82,4.68,5.05,5.58,6.16,6.38,6.92,7.26,7.76,8.45,36.204824,138.252924
Kazakhstan,KAZ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,1.41,1.29,1.17,1.34,1.83,1.58,1.63,1.67,1.54,1.79,2.5,2.41,2.77,2.28,1.89,2.09,2.13,1.83,1.15,1.31,1.38,1.38,1.33,1.16,1.34,1.72,2.07,2.01,1.88,1.85,1.78,48.019573,66.923684
Kenya,KEN,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,77.23,78.56,79.18,79.96,80.24,79.13,78.31,79.22,79.07,78.87,78.15,79.63,80.14,82.87,81.67,80.69,79.26,79.78,79.87,77.61,76.11,76.79,78.25,76.55,74.31,71.96,71.07,71.03,71.63,71.42,72.5,-0.023559,37.906193
République kirghize,KGZ,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,7.93,9.02,12.99,16.2,26.51,34.97,29.49,28.75,25.07,34.54,35.16,36.0,28.3,30.51,27.71,28.03,27.76,24.49,22.04,24.73,25.59,25.95,22.45,24.81,26.6,23.51,22.16,24.73,23.39,28.31,30.04,41.20438,74.766098
Cambodge,KHM,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,,,,,,82.54,82.52,82.21,81.33,81.53,81.58,80.51,80.97,79.92,80.69,79.24,78.01,74.79,74.13,68.04,64.82,63.99,64.36,64.97,63.7,60.63,58.0,56.32,58.15,53.05,51.41,12.565679,104.990963
Kiribati,KIR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,64.04,63.55,63.21,59.26,59.87,59.12,55.34,57.49,59.09,59.81,54.73,56.39,53.05,50.52,50.55,48.51,48.12,48.42,49.74,50.82,50.24,50.57,48.76,46.15,48.0,47.33,48.09,42.66,42.52,42.59,42.75,-3.370417,-168.734039
Saint-Kitts-et-Nevis,KNA,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,39.85,33.92,33.65,38.62,41.07,36.5,30.35,33.92,31.99,27.25,26.37,25.96,24.34,26.3,21.98,25.3,0.01,0.01,0.01,0.01,0.97,0.92,1.31,1.38,1.63,1.63,1.69,1.28,1.31,1.29,1.36,17.357822,-62.782998
Corée,KOR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,1.63,0.96,0.75,0.73,0.44,0.44,0.61,0.68,0.95,0.79,0.7,0.69,0.7,0.85,0.77,0.87,0.95,1.03,1.06,1.21,1.32,1.35,1.61,1.92,2.87,2.74,2.56,2.84,3.18,3.23,,35.907757,127.766922
Corée,KOR,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),,1.63,0.96,0.75,0.73,0.44,0.44,0.61,0.68,0.95,0.79,0.7,0.69,0.7,0.85,0.77,0.87,0.95,1.03,1.06,1.21,1.32,1.35,1.61,1.92,2.87,2.74,2.56,2.84,3.18,3.23,,35.907757,127.766922
Koweït,KWT,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,0.17,0.35,0.17,0.06,0.04,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.06,0.1,29.31166,47.481766
République démocratique populaire lao,LAO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,88.4,88.03,86.98,86.72,86.29,85.63,84.92,84.57,86.56,86.62,81.54,81.09,80.19,78.74,73.98,73.93,69.81,70.67,69.27,66.45,64.85,63.63,62.36,58.57,58.25,53.27,51.7,50.58,50.21,48.72,49.91,19.85627,102.495496
République démocratique populaire lao,LAO,Consommation d’énergies renouvelables (% de la consommation totale d’énergie),EG.FEC.RNEW.ZS,88.4,88.03,86.98,86.72,86.29,85.63,84.92,84.57,86.56,86.62,81.54,81.09,80.19,78.74,73.98,73.93,69.81,70.67,69.27,66.45,64.85,63.63,62.36,58.57,58.25,53.27,51.7,50.58,50.21,48.72,49.91,19.85627,102.495496
